subject-name,ID,ID-path,Level,Level 1,Level 1 ID,Level 2,Level 2 ID,Level 3,Level 3 ID,Level 4,Level 4 ID,Level 5,Level 5 ID,Level 6,Level 6 ID,Level 7,Level 7 ID,Level 8,Level 8 ID,Level 9,Level 9 ID,Level 10,Level 10 ID,Level 11,Level 11 ID,Level 12,Level 12 ID,Description,Synonyms,German Synonyms,BIC_code_1,BIC_name_1,BIC_code_2,BIC_name_2,BISAC_code_1,BISAC_name_1,BISAC_code_2,BISAC_name_2,DDC_code_1,DDC_name_1,DDC_code_2,DDC_name_2,LCC_code_1,LCC_name_1,LCC_code_2,LCC_name_2,LCSH_code_1,LCSH_name_1,LCSH_code_2,LCSH_name_2,THEMA_code_1,THEMA_name_1,THEMA_code_2,THEMA_name_2,VLB_code_1,VLB_name_1,VLB_code_2,VLB_name_2,Discipline
Physical Chemistry,2894,/2867/2869/2894/,3,Physical Sciences,2867,Chemistry,2869,Physical Chemistry,2894,,,,,,,,,,,,,,,,,,,"Physical chemistry is one of the traditional sub-disciplines of chemistry and is concerned with the application of the concepts and theories of physics to the analysis of the chemical properties and reactive behaviour of matter. While also at the interface between physics and chemistry, it is distinct from chemical physics. [chemical physics is distinct from physical chemistry in that it focuses more on the characteristic elements and theories of physics. Meanwhile, physical chemistry studies the physical nature of chemistry.]",Physical Chemistries,Physikalische Chemie,PNR,Physical chemistry,,,SCI013050,SCIENCE / Chemistry / Physical & Theoretical,,,541,Physical chemistry,,,QD450-882,Physical and theoretical chemistry,,,,Physical chemistry,,,PNR,Physical chemistry,,,655,Chemie/Physikalische Chemie,,,TRUE
Inorganic Chemistry,2895,/2867/2869/2895/,3,Physical Sciences,2867,Chemistry,2869,Inorganic Chemistry,2895,,,,,,,,,,,,,,,,,,,"Inorganic chemistry is the study of the structure, properties and reactions of all chemical elements and compounds except for organic compounds (hydrocarbons and their derivatives).",Inorganic Chemistries,Anorganische Chemie,PNK,Inorganic chemistry,,,SCI013030,SCIENCE / Chemistry / Inorganic,,,546,Inorganic chemistry,,,QD146-197,Inorganic chemistry,,,,Inorganic chemistry,,,PNK,Inorganic chemistry,,,653,Chemie/Anorganische Chemie,,,TRUE
Theoretical Chemistry,2896,/2867/2869/2896/,3,Physical Sciences,2867,Chemistry,2869,Theoretical Chemistry,2896,,,,,,,,,,,,,,,,,,,"Theoretical chemistry seeks to provide theories and explanations for chemical observations whilst also posing questions to be answered by future experiments. Playing a key role in physical chemistry, it uses the laws of physics to predict molecular structure, dynamics, bonding, reactivity, physical properties and spectroscopic response.",,Theoretische Chemie,PNRP,Quantum & theoretical chemistry,,,SCI013050,SCIENCE / Chemistry / Physical & Theoretical,,,541.2,Theoretical chemistry,,,QD450-801,Physical and theoretical chemistry,,,,"Chemistry, Physical and theoretical",,,PNRP,Quantum and theoretical chemistry,,,652,Chemie/Theoretische Chemie,,,TRUE
Organic Chemistry,2897,/2867/2869/2897/,3,Physical Sciences,2867,Chemistry,2869,Organic Chemistry,2897,,,,,,,,,,,,,,,,,,,"Organic chemistry is the study of the synthesis, structure, reactivity and properties of the diverse group of chemical compounds primarily constructed of carbon. All life on earth is carbon-based, thus organic chemistry is also the basis of biochemistry. The ability to form compounds containing long chains of carbon atoms is the basis of polymer chemistry.",,Organische Chemie,PNN,Organic chemistry,,,SCI013040,SCIENCE / Chemistry / Organic,,,547,Organic chemistry,,,QD241-441,Organic chemistry,,,,"Chemistry, Organic",,,PNN,Organic chemistry,,,654,Chemie/Organische Chemie,,,TRUE
Sociology,2902,/2883/2891/2902/,3,Humanities and Social Sciences,2883,Social Sciences,2891,Sociology,2902,,,,,,,,,,,,,,,,,,,"Sociology is the study of social life, change, social hierarchies and divisions, organizations, networks, and social causes and consequences of human behavior. Sociology studies social statics and dynamics at the level of the family as well as at global levels.","Social Characteristics, General Social Development and Population",Soziologie,JHB,Sociology,JHB,Sociology,SOC026000,SOCIAL SCIENCE / Sociology / General,,,301,Sociology and anthropology,,,HM,Sociology,,,,Sociology,,,JHB,Sociology,JHB,Sociology,720,Soziologie,,,TRUE
Molecular Biology,2905,/2874/2873/2905/,3,Life Sciences,2874,Biological Sciences,2873,Molecular Biology,2905,,,,,,,,,,,,,,,,,,,"Molecular Biology is the field of biology that studies the composition, structure and interactions of cellular molecules – such as nucleic acids and proteins – that carry out the biological processes essential for the cell’s functions and maintenance.","Molecular Genetics, Biochemical Genetic, Molecular Genetic, Biochemical Genetics","Molekularbiologie, Biochemie, Molekulare Genetik",PSD,Molecular biology,,,SCI049000,SCIENCE / Life Sciences / Molecular Biology,SCI007000,SCIENCE / Life Sciences / Biochemistry,572,Biochemistry,,,QH506,Molecular biology,,,,Molecular biology,,,PSD,Molecular biology,,,675,"Biologie/Biochemie, Biophysik",,,TRUE
Biological Techniques,2911,/2874/2873/2911/,3,Life Sciences,2874,Biological Sciences,2873,Biological Techniques,2911,,,,,,,,,,,,,,,,,,,"Biological techniques are methods or procedures that are used to study living things. They include experimental and computational methods, approaches, protocols and tools for biological research.","Procedure, Methodological Studies, Methods, Procedures, Methodological Study","Biologische Techniken, Biologische Methoden, Methoden, Protokolle",PS,"Biology, life sciences",PDN,"Scientific equipment, experiments & techniques",SCI008000,SCIENCE / Life Sciences / Biology,SCI043000,SCIENCE / Research & Methodology,570.28,"Auxiliary techniques and procedures; apparatus, equipment, procedures",,,QH324-324.9,Methods of research. Technique. Experimental biology,,,,Biology—Technique,,,PS,"Biology, life sciences",PDN,"Scientific equipment, experiments and techniques",679,Biologie/Sonstiges,,,TRUE
Plant Science,2921,/2874/2873/2921/,3,Life Sciences,2874,Biological Sciences,2873,Plant Science,2921,,,,,,,,,,,,,,,,,,,"Plant Science is the study of plants, including how they grow, function, reproduce, and interact with their environment. It also covers related fields such as botany, plant physiology, genetics, ecology, and agriculture.","Plant Biology, Plant Sciences, Botany","Pflanzenwissenschaften, Botanik, Pflanzenwissenschaft",PST,Botany & plant sciences,,,SCI011000,SCIENCE / Life Sciences / Botany,,,580,Plants,,,QK,Botany,,,,Botany,,,PST,Botany and plant sciences,,,673,Biologie/Botanik,,,TRUE
Microbiology,2922,/2874/2873/2922/,3,Life Sciences,2874,Biological Sciences,2873,Microbiology,2922,,,,,,,,,,,,,,,,,,,"Microbiology is the study of microscopic organisms, such as bacteria, viruses, archaea, fungi and protozoa. This discipline includes fundamental research on the biochemistry, physiology, cell biology, ecology, evolution and clinical aspects of microorganisms, including the host response to these agents.",,Mikrobiologie,PSG,Microbiology (non-medical),,,SCI045000,SCIENCE / Life Sciences / Microbiology,,,579,"Natural history of microorganisms, fungi, algae",,,QR,Microbiology,,,,Microbiology,,,PSG,Microbiology (non-medical),,,672,Biologie/Mikrobiologie,,,TRUE
Probability Theory,2923,/2925/2924/2923/,3,Mathematics and Computing,2925,Mathematics,2924,Probability Theory,2923,,,,,,,,,,,,,,,,,,,"Probability theory is the branch of mathematics concerned with probability. It treats the concept in a rigorous mathematical manner by expressing it through a set of axioms. Typically these axioms formalise probability in terms of a probability space, which assigns a measure taking values between 0 and 1, termed the probability measure, to a set of outcomes called the sample space. Any specified subset of these outcomes is called an event.In probability theory a stochastic or random process is a mathematical object usually defined as a collection of random variables. Historically the random variables were associated with or indexed by a set of numbers, usually viewed as points in time, giving the interpretation of a stochastic process representing numerical values of some system randomly changing over time. Stochastic processes are widely used as mathematical models of systems and phenomena that appear to vary in a random manner. They have applications in many disciplines",,Wahrscheinlichkeitstheorie,PBT,Probability & statistics,PBWL,Stochastics,MAT029000,MATHEMATICS / Probability & Statistics / General,,,519.2,Probabilities,,,QA273.A1-274.9,Probabilities,,,,Probabilities,,,PBT,Probability and statistics,PBWL,Stochastics,627,"Mathematik/Wahrscheinlichkeitstheorie, Stochastik, Mathematische Statistik",,,TRUE
Biophysics,2927,/2867/2928/2927/,3,Physical Sciences,2867,Physics and Astronomy,2928,Biophysics,2927,,,,,,,,,,,,,,,,,,,"Biological physics or Biophysics is a branch of physics that deals with systems of a biological nature, from the scale of biological molecules to whole organisms and ecosystems. Biological physics typically uses quantitative physical approaches to address biological questions similar to those studied in biochemistry and molecular biology..Biophysics is the study of physical phenomena and physical processes in living things, on scales spanning molecules, cells, tissues and organisms. Biophysicists use the principles and methods of physics to understand biological systems. It is an interdisciplinary science, closely related to quantitative and systems biology.","Physics of biology, Physical Biology, Biological physics, Biophysics, Biological Physics",Biophysik,PHVN,Biophysics,,,SCI009000,SCIENCE / Life Sciences / Biophysics,,,571.4,Biophysics,,,QH505,Biophysics,,,,Biophysics,,,PHVN,Biophysics,,,675,"Biologie/Biochemie, Biophysik",,,TRUE
Nanoengineering,2929,/2887/3297/2929/,3,Technology and Engineering,2887,Biological and Physical Engineering,3297,Nanoengineering,2929,,,,,,,,,,,,,,,,,,,"Nanoengineering is a discipline that focuses on the design, synthesis, manipulation, and application of materials and devices at the nanoscale level. It involves the use of nanotechnology principles to create functional structures and systems with unique properties and functionalities. Nanoengineering encompasses a wide range of scientific and engineering fields, including physics, chemistry, materials science, electrical engineering, and biomedical engineering.",,Nano-Engineering,TBN,Nanotechnology,,,TEC027000,TECHNOLOGY & ENGINEERING / Nanotechnology & MEMS,,,620.5,Nanotechnology,,,T174.7,Nanotechnology,,,,Nanotechnology,,,TBN,Nanotechnology,,,681,"Technik/Allgemeines, Lexika",,,TRUE
Neuroscience,2935,/2874/2873/2935/,3,Life Sciences,2874,Biological Sciences,2873,Neuroscience,2935,,,,,,,,,,,,,,,,,,,"Neuroscience is a multidisciplinary science that is concerned with the study of the structure and function of the nervous system. It encompasses the evolution, development, cellular and molecular biology, physiology, anatomy and pharmacology of the nervous system, as well as computational, behavioural and cognitive neuroscience. As a branch of biology it deals with the anatomy, biochemistry, molecular biology, and physiology of neurons and neural circuits.",Neurosciences,"Neurobiologie, Neurowissenschaften, Neurowissenschaft",PSAN,Neurosciences,,,SCI089000,SCIENCE / Life Sciences / Neuroscience,,,612.8,Nervous system,,,RC321-580,Neurosciences. Biological psychiatry. Neuropsychiatry,,,,Neurosciences,,,PSAN,Neurosciences,,,692,Medizin/Nichtklinische Fächer,,,TRUE
Criminology,2945,/2883/2891/2945/,3,Humanities and Social Sciences,2883,Social Sciences,2891,Criminology,2945,,,,,,,,,,,,,,,,,,,"Criminology is a multidisciplinary field of study that focuses on the scientific examination of crime, criminal behavior, and the societal response to crime. It encompasses the analysis of the causes and consequences of crime, the study of criminal justice systems, and the development of strategies for crime prevention and control. Criminologists draw upon various disciplines such as sociology, psychology, law, economics, and statistics to gain a comprehensive understanding of crime and its impact on individuals and society.","Criminal justice, Crime science, Deviance studies, Penology, Criminal behavior research",Kriminologie,JKV,Crime & criminology,,,SOC004000,SOCIAL SCIENCE / Criminology,,,364,Criminology,,,HV6001-7220.5,Criminology,,,,Criminology,,,JKV,Crime and criminology,,,774,"Recht/Strafrecht, Strafprozessrecht, Kriminologie",,,TRUE
Biological Chemistry,2948,/2867/2869/2948/,3,Physical Sciences,2867,Chemistry,2869,Biological Chemistry,2948,,,,,,,,,,,,,,,,,,,"Biological Chemistry is the branch of chemistry that seeks to elucidate the molecular basis of biological processes as well as to develop bio-inspired solutions for chemical challenges. Biological Chemistry covers biochemistry, bioorganic, bioinorganic and biophysical chemistry.",Biochemistry,Biologische Chemie,PSB,Biochemistry,,,SCI013040,SCIENCE / Chemistry / Organic,,,572,Biochemistry,,,QD415-436,Biochemistry,,,,Biochemistry,,,PSB,Biochemistry,,,675,"Biologie/Biochemie, Biophysik",,,TRUE
Chemical Biology,2950,/2874/2873/2950/,3,Life Sciences,2874,Biological Sciences,2873,Chemical Biology,2950,,,,,,,,,,,,,,,,,,,"Chemical biology is a scientific discipline spanning the fields of chemistry and biology. The discipline involves the application of chemical techniques, analysis, and often small molecules produced through synthetic chemistry, to the study and manipulation of biological systems. In contrast to biochemistry, which involves the study of the chemistry of biomolecules and regulation of biochemical pathways within and between cells, chemical biology deals with chemistry applied to biology (synthesis of biomolecules, simulation of biological systems etc.).",,Chemische Biologie,PSB,Biochemistry,,,SCI007000,SCIENCE / Life Sciences / Biochemistry,,,572,Biochemistry,,,QH345,General biochemistry of plants and animals,QD415-436,Biochemistry,,Biochemistry,,,PSE,Chemical biology,,,675,"Biologie/Biochemie, Biophysik",,,TRUE
